    1.0000000000e-15    -7.6896737042e-16 
    1.1220180000e-15    -1.0514649449e-16 
    1.2589250000e-15     6.1443353452e-17 
    1.4125380000e-15    -2.2658917882e-16 
    1.5848930000e-15     4.8417260617e-16 
    1.7782790000e-15     2.3529798866e-16 
    1.9952620000e-15    -4.7342965956e-16 
    2.2387210000e-15     4.0773785907e-17 
    2.5118860000e-15    -4.0900532805e-17 
    2.8183830000e-15     1.9298839381e-16 
    3.1622780000e-15     4.7802226172e-16 
    3.5481340000e-15    -1.7314664213e-16 
    3.9810720000e-15    -9.9049784126e-16 
    4.4668360000e-15    -3.9851121032e-16 
    5.0118720000e-15     2.9163759845e-16 
    5.6234130000e-15     8.4937051456e-16 
    6.3095730000e-15    -4.9273243470e-16 
    7.0794580000e-15    -1.7385051364e-15 
    7.9432820000e-15     7.4154100278e-16 
    8.9125090000e-15     2.2644263916e-15 
    1.0000000000e-14     1.7006272288e-15 
    1.1220180000e-14    -1.9625225738e-15 
    1.2589250000e-14     4.1748151316e-15 
    1.4125380000e-14     5.3596590051e-15 
    1.5848930000e-14    -1.3493305312e-15 
    1.7782790000e-14    -3.6480499614e-15 
    1.9952620000e-14    -4.0198448586e-16 
    2.2387210000e-14     4.2888618871e-18 
    2.5118860000e-14    -3.1187690108e-15 
    2.8183830000e-14     7.2005182829e-17 
    3.1622780000e-14     7.2731533598e-16 
    3.5481340000e-14     3.6688751247e-15 
    3.9810720000e-14     9.3085435409e-15 
    4.4668360000e-14     3.7279637495e-15 
    5.0118720000e-14    -1.0833996162e-14 
    5.6234130000e-14    -5.4930564750e-15 
    6.3095730000e-14     1.3162540070e-14 
    7.0794580000e-14     1.9993308641e-16 
    7.9432820000e-14     5.0057102665e-15 
    8.9125090000e-14     1.5613921994e-14 
    1.0000000000e-13    -9.7840680733e-15 
    1.1220180000e-13     2.7661539094e-15 
    1.2589250000e-13    -5.0653560631e-15 
    1.4125380000e-13    -3.9776894495e-14 
    1.5848930000e-13     4.1388927332e-14 
    1.7782790000e-13     3.4476347794e-14 
    1.9952620000e-13    -4.1621760754e-14 
    2.2387210000e-13    -1.1456318710e-14 
    2.5118860000e-13     4.1169938968e-14 
    2.8183830000e-13     3.1392186936e-14 
    3.1622780000e-13     3.0233745218e-15 
    3.5481340000e-13    -2.5688531549e-14 
    3.9810720000e-13    -2.1759777551e-14 
    4.4668360000e-13    -9.3963413538e-15 
    5.0118720000e-13     8.9044423154e-14 
    5.6234130000e-13     4.6149759129e-15 
    6.3095730000e-13     1.5704382593e-14 
    7.0794580000e-13    -9.0431308937e-15 
    7.9432820000e-13     7.8112908833e-14 
    8.9125090000e-13    -6.6336132381e-14 
    1.0000000000e-12    -1.1863032066e-13 
    1.1220180000e-12     2.1243112228e-13 
