#rho	 Pc
 1.000000000000000E-01 6.771351185871062E+07
 1.000767874200861E-01 6.786292443544811E+07
 1.001536338032509E-01 6.801266273263830E+07
 1.002305391947709E-01 6.816272744638404E+07
 1.003075036399570E-01 6.831311927433708E+07
 1.003845271841549E-01 6.846383891549927E+07
 1.004616098727451E-01 6.861488707035591E+07
 1.005387517511434E-01 6.876626444084284E+07
 1.006159528647998E-01 6.891797173030153E+07
 1.006932132591997E-01 6.907000964362819E+07
 1.007705329798632E-01 6.922237888705400E+07
 1.008479120723454E-01 6.937508016837463E+07
 1.009253505822365E-01 6.952811419678512E+07
 1.010028485551614E-01 6.968148168295053E+07
 1.010804060367803E-01 6.983518333907197E+07
 1.011580230727885E-01 6.998921987872753E+07
 1.012356997089162E-01 7.014359201701736E+07
 1.013134359909287E-01 7.029830047054654E+07
 1.013912319646267E-01 7.045334595737080E+07
 1.014690876758459E-01 7.060872907280296E+07
 1.015470031704570E-01 7.076445114662564E+07
 1.016249784943662E-01 7.092051590485550E+07
 1.017030136935151E-01 7.107692358116311E+07
 1.017811088138802E-01 7.123367228191355E+07
 1.018592639014734E-01 7.139076289571938E+07
 1.019374790023419E-01 7.154819617729601E+07
 1.020157541625686E-01 7.170597286043558E+07
 1.020940894282715E-01 7.186409368048584E+07
 1.021724848456037E-01 7.202255937429771E+07
 1.022509404607545E-01 7.218137068030849E+07
 1.023294563199481E-01 7.234052833837886E+07
 1.024080324694443E-01 7.250003308998364E+07
 1.024866689555384E-01 7.265988567815164E+07
 1.025653658245616E-01 7.282008684739961E+07
 1.026441231228801E-01 7.298063734380418E+07
 1.027229408968962E-01 7.314153791505967E+07
 1.028018191930474E-01 7.330278931031211E+07
 1.028807580578073E-01 7.346439228031060E+07
 1.029597575376849E-01 7.362634757737820E+07
 1.030388176792250E-01 7.378865595535389E+07
 1.031179385290080E-01 7.395131816966069E+07
 1.031971201336504E-01 7.411433497735876E+07
 1.032763625398042E-01 7.427770713698956E+07
 1.033556657941571E-01 7.444143540861923E+07
 1.034350299434333E-01 7.460552055402817E+07
 1.035144550343921E-01 7.476996333652210E+07
 1.035939411138292E-01 7.493476452097017E+07
 1.036734882285759E-01 7.509992487382084E+07
 1.037530964254999E-01 7.526544516317949E+07
 1.038327657515045E-01 7.543132615862876E+07
 1.039124962535291E-01 7.559756863140830E+07
 1.039922879785491E-01 7.576417335442206E+07
 1.040721409735764E-01 7.593114110207945E+07
 1.041520552856584E-01 7.609847265045770E+07
 1.042320309618789E-01 7.626616877713832E+07
 1.043120680493578E-01 7.643423026142246E+07
 1.043921665952513E-01 7.660265788422821E+07
