#rho	 Pc
 1.000000000000000E-01 1.199900371016074E+06
 1.000921550516793E-01 1.203316631092024E+06
 1.001843950288940E-01 1.206742566585929E+06
 1.002767200099076E-01 1.210178204846578E+06
 1.003691300730550E-01 1.213623573301918E+06
 1.004616252967439E-01 1.217078699457157E+06
 1.005542057594539E-01 1.220543610894765E+06
 1.006468715397373E-01 1.224018335274605E+06
 1.007396227162184E-01 1.227502900335222E+06
 1.008324593675941E-01 1.230997333893880E+06
 1.009253815726337E-01 1.234501663846746E+06
 1.010183894101795E-01 1.238015918167706E+06
 1.011114829591461E-01 1.241540124910728E+06
 1.012046622985209E-01 1.245074312209141E+06
 1.012979275073639E-01 1.248618508275927E+06
 1.013912786648084E-01 1.252172741403789E+06
 1.014847158500602E-01 1.255737039964070E+06
 1.015782391423985E-01 1.259311432410304E+06
 1.016718486211750E-01 1.262895947276543E+06
 1.017655443658152E-01 1.266490613175809E+06
 1.018593264558172E-01 1.270095458802985E+06
 1.019531949707528E-01 1.273710512935468E+06
 1.020471499902667E-01 1.277335804429743E+06
 1.021411915940776E-01 1.280971362224777E+06
 1.022353198619770E-01 1.284617215342421E+06
 1.023295348738303E-01 1.288273392885442E+06
 1.024238367095764E-01 1.291939924039381E+06
 1.025182254492280E-01 1.295616838072268E+06
 1.026127011728715E-01 1.299304164335049E+06
 1.027072639606669E-01 1.303001932261918E+06
 1.028019138928482E-01 1.306710171369330E+06
 1.028966510497235E-01 1.310428911258208E+06
 1.029914755116747E-01 1.314158181613110E+06
 1.030863873591578E-01 1.317898012202300E+06
 1.031813866727028E-01 1.321648432879207E+06
 1.032764735329145E-01 1.325409473579840E+06
 1.033716480204714E-01 1.329181164325819E+06
 1.034669102161264E-01 1.332963535224743E+06
 1.035622602007070E-01 1.336756616468278E+06
 1.036576980551152E-01 1.340560438333652E+06
 1.037532238603275E-01 1.344375031183670E+06
 1.038488376973950E-01 1.348200425467275E+06
 1.039445396474433E-01 1.352036651719994E+06
 1.040403297916732E-01 1.355883740562646E+06
