#rho	 Pc
 1.000000000000000E-01 2.998417895094861E+07
 1.000921550516793E-01 3.006532439809689E+07
 1.001843950288940E-01 3.014668727439287E+07
 1.002767200099076E-01 3.022826815454705E+07
 1.003691300730550E-01 3.031006761477506E+07
 1.004616252967439E-01 3.039208623279436E+07
 1.005542057594539E-01 3.047432458778509E+07
 1.006468715397373E-01 3.055678326043169E+07
 1.007396227162184E-01 3.063946283294694E+07
 1.008324593675941E-01 3.072236388903322E+07
 1.009253815726337E-01 3.080548701390093E+07
 1.010183894101795E-01 3.088883279429360E+07
 1.011114829591461E-01 3.097240181846498E+07
 1.012046622985209E-01 3.105619467617588E+07
 1.012979275073639E-01 3.114021195876118E+07
 1.013912786648084E-01 3.122445425903960E+07
 1.014847158500602E-01 3.130892217137321E+07
 1.015782391423985E-01 3.139361629170120E+07
 1.016718486211750E-01 3.147853721745156E+07
 1.017655443658152E-01 3.156368554762610E+07
 1.018593264558172E-01 3.164906188279261E+07
 1.019531949707528E-01 3.173466682504652E+07
 1.020471499902667E-01 3.182050097804240E+07
 1.021411915940776E-01 3.190656494702324E+07
 1.022353198619770E-01 3.199285933877714E+07
 1.023295348738303E-01 3.207938476165152E+07
 1.024238367095764E-01 3.216614182560210E+07
 1.025182254492280E-01 3.225313114214142E+07
 1.026127011728715E-01 3.234035332397049E+07
 1.027072639606669E-01 3.242780889877175E+07
 1.028019138928482E-01 3.251549912597732E+07
 1.028966510497235E-01 3.260342522277873E+07
 1.029914755116747E-01 3.269158716781771E+07
 1.030863873591578E-01 3.277998513736385E+07
 1.031813866727028E-01 3.286861982072157E+07
 1.032764735329145E-01 3.295749184326103E+07
 1.033716480204714E-01 3.304660183193643E+07
 1.034669102161264E-01 3.313595041537177E+07
 1.035622602007070E-01 3.322553822381619E+07
 1.036576980551152E-01 3.331536588913278E+07
 1.037532238603275E-01 3.340543404481769E+07
 1.038488376973950E-01 3.349574332601902E+07
 1.039445396474433E-01 3.358629436951987E+07
 1.040403297916732E-01 3.367708781376088E+07
 1.041362082113601E-01 3.376812429886140E+07
 1.042321749878542E-01 3.385940446654490E+07
 1.043282302025806E-01 3.395092896021366E+07
 1.044243739370399E-01 3.404269842496182E+07
 1.045206062728074E-01 3.413471350751872E+07
 1.046169272915337E-01 3.422697485632508E+07
 1.047133370749444E-01 3.431948312145843E+07
 1.048098357048410E-01 3.441223895469713E+07
 1.049064232630998E-01 3.450524300952779E+07
 1.050030998316728E-01 3.459849594107778E+07
 1.050998654925875E-01 3.469199840621090E+07
 1.051967203279471E-01 3.478575106348648E+07
 1.052936644199303E-01 3.487975457314461E+07
 1.053906978507915E-01 3.497400959715768E+07
 1.054878207028610E-01 3.506851679918027E+07
 1.055850330585451E-01 3.516327684462415E+07
 1.056823350003259E-01 3.525829040059558E+07
 1.057797266107614E-01 3.535355813590270E+07
 1.058772079724856E-01 3.544908072114328E+07
 1.059747791682093E-01 3.554485882859524E+07
 1.060724402807189E-01 3.564089313229952E+07
 1.061701913928771E-01 3.573718430803490E+07
