#rho	 Pc
 1.000000000000000E-01 8.115338647446481E+05
 1.000767874200861E-01 8.134667152695030E+05
 1.001536338032509E-01 8.154041443590400E+05
 1.002305391947709E-01 8.173461628408409E+05
 1.003075036399570E-01 8.192927815691419E+05
 1.003845271841549E-01 8.212440114231578E+05
 1.004616098727451E-01 8.231998633081580E+05
 1.005387517511434E-01 8.251603481551984E+05
 1.006159528647998E-01 8.271254769203854E+05
 1.006932132591997E-01 8.290952605873982E+05
 1.007705329798632E-01 8.310697101649875E+05
 1.008479120723454E-01 8.330488366873704E+05
 1.009253505822365E-01 8.350326512161995E+05
 1.010028485551614E-01 8.370211648380656E+05
 1.010804060367803E-01 8.390143886670223E+05
 1.011580230727885E-01 8.410123338424647E+05
 1.012356997089162E-01 8.430150115304086E+05
 1.013134359909287E-01 8.450224329241595E+05
 1.013912319646267E-01 8.470346092418443E+05
 1.014690876758459E-01 8.490515517297757E+05
 1.015470031704570E-01 8.510732716603032E+05
 1.016249784943662E-01 8.530997803323700E+05
 1.017030136935151E-01 8.551310890713811E+05
 1.017811088138802E-01 8.571672092298587E+05
 1.018592639014734E-01 8.592081521882284E+05
 1.019374790023419E-01 8.612539293520567E+05
 1.020157541625686E-01 8.633045521547927E+05
 1.020940894282715E-01 8.653600320575386E+05
 1.021724848456037E-01 8.674203805474343E+05
 1.022509404607545E-01 8.694856091395626E+05
 1.023294563199481E-01 8.715557293761317E+05
 1.024080324694443E-01 8.736307528265287E+05
 1.024866689555384E-01 8.757106910876534E+05
 1.025653658245616E-01 8.777955557841122E+05
 1.026441231228801E-01 8.798853585674323E+05
 1.027229408968962E-01 8.819801111172695E+05
 1.028018191930474E-01 8.840798251410282E+05
 1.028807580578073E-01 8.861845123732658E+05
 1.029597575376849E-01 8.882941845767577E+05
 1.030388176792250E-01 8.904088535420648E+05
 1.031179385290080E-01 8.925285310879834E+05
 1.031971201336504E-01 8.946532290607370E+05
 1.032763625398042E-01 8.967829593344838E+05
 1.033556657941571E-01 8.989177338125831E+05
 1.034350299434333E-01 9.010575644257278E+05
 1.035144550343921E-01 9.032024631326967E+05
 1.035939411138292E-01 9.053524419213221E+05
 1.036734882285759E-01 9.075075128073094E+05
 1.037530964254999E-01 9.096676878350161E+05
 1.038327657515045E-01 9.118329790775100E+05
 1.039124962535291E-01 9.140033986360210E+05
 1.039922879785491E-01 9.161789586404895E+05
 1.040721409735764E-01 9.183596712502611E+05
 1.041520552856584E-01 9.205455486527449E+05
 1.042320309618789E-01 9.227366030645003E+05
 1.043120680493578E-01 9.249328467309293E+05
 1.043921665952513E-01 9.271342919266324E+05
 1.044723266467518E-01 9.293409509554867E+05
 1.045525482510876E-01 9.315528361498481E+05
 1.046328314555239E-01 9.337699598717375E+05
 1.047131763073617E-01 9.359923345123206E+05
 1.047935828539383E-01 9.382199724925042E+05
 1.048740511426275E-01 9.404528862622099E+05
 1.049545812208397E-01 9.426910883007798E+05
 1.050351731360214E-01 9.449345911175543E+05
 1.051158269356555E-01 9.471834072508379E+05
 1.051965426672614E-01 9.494375492694643E+05
 1.052773203783954E-01 9.516970297720570E+05
 1.053581601166498E-01 9.539618613857030E+05
 1.054390619296534E-01 9.562320567690220E+05
 1.055200258650721E-01 9.585076286101234E+05
 1.056010519706081E-01 9.607885896265937E+05
 1.056821402940002E-01 9.630749525668856E+05
 1.057632908830236E-01 9.653667302096261E+05
 1.058445037854908E-01 9.676639353632117E+05
 1.059257790492506E-01 9.699665808664018E+05
 1.060071167221886E-01 9.722746795892809E+05
 1.060885168522271E-01 9.745882444312645E+05
 1.061699794873256E-01 9.769072883233608E+05
 1.062515046754798E-01 9.792318242265427E+05
 1.063330924647228E-01 9.815618651321618E+05
 1.064147429031241E-01 9.838974240637331E+05
 1.064964560387907E-01 9.862385140744889E+05
 1.065782319198660E-01 9.885851482484892E+05
 1.066600705945305E-01 9.909373397016563E+05
 1.067419721110021E-01 9.932951015803578E+05
 1.068239365175351E-01 9.956584470624235E+05
 1.069059638624214E-01 9.980273893566937E+05
 1.069880541939894E-01 1.000401941703246E+06
 1.070702075606053E-01 1.002782117418567E+06
 1.071524240106719E-01 1.005167930061321E+06
 1.072347035926294E-01 1.007559388742822E+06
 1.073170463549550E-01 1.009956502513411E+06
 1.073994523461636E-01 1.012359285448573E+06
 1.074819216148068E-01 1.014767751447932E+06
 1.075644542094738E-01 1.017181913856238E+06
 1.076470501787909E-01 1.019601786117713E+06
 1.077297095714220E-01 1.022027381707357E+06
 1.078124324360681E-01 1.024458714132929E+06
 1.078952188214677E-01 1.026895796933937E+06
 1.079780687763969E-01 1.029338643681692E+06
 1.080609823496691E-01 1.031787267979736E+06
 1.081439595901351E-01 1.034241683463505E+06
 1.082270005466832E-01 1.036701903800471E+06
 1.083101052682396E-01 1.039167942691216E+06
 1.083932738037676E-01 1.041639813867733E+06
 1.084765062022684E-01 1.044117531094916E+06
 1.085598025127806E-01 1.046601108170599E+06
 1.086431627843807E-01 1.049090558923726E+06
 1.087265870661828E-01 1.051585897217676E+06
 1.088100754073384E-01 1.054087136947767E+06
 1.088936278570375E-01 1.056594292041627E+06
 1.089772444645071E-01 1.059107376460676E+06
 1.090609252790123E-01 1.061626404198989E+06
 1.091446703498559E-01 1.064151389283204E+06
 1.092284797263790E-01 1.066682345773975E+06
 1.093123534579602E-01 1.069219287764861E+06
